name,benefits
신한카드 B.Big(마이펫 스노우볼),"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '대중교통', 'benefit_detail': '버스, 지하철 일 최대 600원 할인택시, KTX 이용금액 10% 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 이용금액 5% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스/커피빈 등 카페 10% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '롯데·현대·신세계·갤러리아 5% 할인'}, {'benefit_name': '영화', 'benefit_detail': 'CGV 영화 할인CGV,메가박스 온라인 영화예매 할인'}, {'benefit_name': '관리비', 'benefit_detail': '전기요금, 통신요금 5% 캐시백 제공'}, {'benefit_name': '통신', 'benefit_detail': 'SKT,KT,LG 통신요금 5%캐시백'}]"
참! 좋은 kt wiz 카드,"[{'benefit_name': '대형마트', 'benefit_detail': '이마트,홈플러스,롯데마트,농협하나로대형마트 5% 할인!'}, {'benefit_name': '주유', 'benefit_detail': '전 주유소(유류, LPG 포함)리터당 60원 할인!'}, {'benefit_name': '영화', 'benefit_detail': '전국 영화관 및 인터넷 예매시영화 8,000원 할인!'}, {'benefit_name': '외식', 'benefit_detail': '불고기브라더스 20% 현장 할인패밀리레스토랑 20% 할인!'}, {'benefit_name': '레저', 'benefit_detail': '놀이공원 할인 월 1회, 연2회 한도수원 kt wiz 입장권 3천원 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': 'KT위즈파크내 야구용품점 10% 할인쿠팡, 티몬, 위메프 20%할인'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': 'TOP 포인트 이용실적에 따라 0.2%~0.4% 까지 제공!'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스, 커피빈, 카페베네 등주요 커피전문점 20% 할인!'}]"
IKEA Family with 신한카드,"[{'benefit_name': '쇼핑', 'benefit_detail': 'IKEA 매장 10% 결제일 할인IKEA 푸드 15% 결제일 할인백화점 5% 결제일 할인프리미엄 아울렛 5% 결제일 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '이마트·홈플러스·롯데마트 5% 할인'}, {'benefit_name': '편의점', 'benefit_detail': 'GS25·CU·세븐일레븐 5% 할인'}, {'benefit_name': '영화', 'benefit_detail': '롯데시네마·CGV 5% 결제일할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스·이디야 5% 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 5% 할인'}]"
티머니 Pay & GO 신한카드,"[{'benefit_name': '대중교통', 'benefit_detail': '버스, 지하철 30% 결제일 할인고속버스, 택시 등 20% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '4대 백화점 5% 결제일 할인'}, {'benefit_name': '편의점', 'benefit_detail': '5대 편의점 5% 결제일 할인'}, {'benefit_name': '통신', 'benefit_detail': '자동이체 5% 결제일 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 5% 결제일 할인'}]"
L.PAY 신한카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '국내/해외 이용금액 0.1% 적립롯데 더드림영역 최대 7% 적립'}, {'benefit_name': '간편결제', 'benefit_detail': '롯데 더드림영역에서 최대 7% 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '롯데마트, 롯데슈퍼 최대 7% 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '롯데백화점, 롯데홈쇼핑 최대7% 적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '롯데면세점, 롯데호텔 최대 7% 적립'}, {'benefit_name': '편의점', 'benefit_detail': '세븐일레븐 이용금액 최대 7% 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '후불교통 및 택시 이용금액 1% 적립'}]"
신한카드 Globus,"[{'benefit_name': '언제나할인', 'benefit_detail': '해외 수수료 최대 1.18% 할인'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '마이신한포인트 국내 0.7% 기본적립마이신한포인트 해외 1.7% 특별적립'}]"
KB국민 Easy on카드,"[{'benefit_name': '레저', 'benefit_detail': '야놀자·여기어때·데일리호텔 5% 할인'}, {'benefit_name': '외식', 'benefit_detail': '배달의민족 5% 할인 외식업종 5% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': 'G마켓·옥션·11번가 최대 10%할인쿠팡·티몬·위메프 5% 할인롯데·현대·신세계백화점 5% 할인마켓컬리 5% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스·커피빈 5% 할인제과·아이스크림 업종 5% 할인'}, {'benefit_name': '편의점', 'benefit_detail': ' GS25·CU 5%할인'}, {'benefit_name': '문화', 'benefit_detail': '멜론·지니 5% 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '버스·지하철 5% 할인'}, {'benefit_name': '통신', 'benefit_detail': 'SKT·KT·LGU+ 5% 할인'}]"
신한카드 경차사랑 Life,"[{'benefit_name': '경차유류환급', 'benefit_detail': '경차 유류세 리터당 250원 자동환급'}, {'benefit_name': '주유', 'benefit_detail': '모든 주유소·충전소 80원/ℓ 할인!'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 업종 10% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 10% 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '이마트·롯데마트·홈플러스 주말5%할인'}, {'benefit_name': '금융', 'benefit_detail': '한화손해보험 다이렉트 자동차보험 할인'}, {'benefit_name': '의료', 'benefit_detail': '병원/약국 10% 할인'}]"
JADE Prime,"[{'benefit_name': '바우처', 'benefit_detail': '바우처 4가지 중 1가지를 선택 이용10만 하나머니 적립 제공(연 1회)'}, {'benefit_name': '프리미엄', 'benefit_detail': '전세계 공항 라운지 무료 이용'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '하나머니 적립'}]"
KB국민 Green Wave 1.5℃ 카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '따릉이, 킥고잉등 20% 포인트리적립모바일단독카드 이용시 1천포인트리적립환경재단 기부포인트 적립 서비스'}, {'benefit_name': '주유', 'benefit_detail': '전기/수소차 충전 10% 포인트리적립'}, {'benefit_name': '대중교통', 'benefit_detail': '버스/지하철, 철도 10%포인트리적립'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 이용시 포인트리 1천점 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '굿윌스토어 이용시 포인트리 1천점적립친환경 마켓 20% 포인트리 적립업사이클링 제품 10% 포인트리 적립트리플래닛 10% 포인트리 적립'}]"
JADE First,"[{'benefit_name': '바우처', 'benefit_detail': '해외/항공/면세/여행 30만원 할인특급호텔 레스토랑 20만원 현장 할인'}, {'benefit_name': '레저', 'benefit_detail': '골프 50% 청구 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '프리미엄 아울렛 50% 청구 할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '전세계 공항 라운지 무료 이용'}, {'benefit_name': '주유', 'benefit_detail': '주유(LPG) 리터당 200하나머니EV 충전 50% 하나머니 적립'}, {'benefit_name': '오토', 'benefit_detail': '제휴 주차장 무료 주차 제공'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '하나머니 기본 적립하나머니 특별 적립'}]"
LGE.COM 신한카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': 'LGE.COM 플러스 서비스 제공LG전자 가맹점 3% 포인트 적립생활 서비스 마이신한포인트 적립'}]"
coway-현대카드M Edition3,"[{'benefit_name': '렌탈', 'benefit_detail': '코웨이 렌탈요금 최대 2만원 청구할인렌탈요금 등 전월 이용금액 포함 대상'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '업종별 0.5~4.5% M포인트 적립M포인트 사용'}]"
JADE First Centum,"[{'benefit_name': '바우처', 'benefit_detail': '바우처 2가지 중 1가지를 선택 이용특급호텔 레스토랑 20만원 현장 할인'}, {'benefit_name': '레저', 'benefit_detail': '골프 50% 청구 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '프리미엄 아울렛 50% 청구 할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '전세계 공항 라운지 무료 이용특수소재 카드 신청 가능'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '하나머니 기본 적립하나머니 특별 적립'}, {'benefit_name': '주유', 'benefit_detail': '주유(LPG) 리터당 200하나머니EV 충전 50% 하나머니 적립'}, {'benefit_name': '오토', 'benefit_detail': '제휴 주차장 무료 주차 제공'}]"
모바일엔디지로카,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규회원 연회비 100% 캐시백이벤트롯데카드 온라인 신청 특별 혜택'}, {'benefit_name': '통신', 'benefit_detail': '통신비 월 최대 2만원 결제일 할인'}]"
KB국민 코웨이Ⅱ카드,"[{'benefit_name': '렌탈', 'benefit_detail': '코웨이 렌탈료 월최대 2만원 청구할인'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '코웨이 이용료 연간리워드 포인트리적립'}, {'benefit_name': '레저', 'benefit_detail': '놀이공원 30~50% 현장할인'}]"
IBK 국민행복카드,"[{'benefit_name': '국민행복카드', 'benefit_detail': '국가바우처(정부지원금)'}, {'benefit_name': '의료', 'benefit_detail': '산모, 신생아 건강관리 지원사업!'}, {'benefit_name': '쇼핑', 'benefit_detail': 'G마켓,옥션,11번가,쿠팡,티몬 등'}, {'benefit_name': '교육', 'benefit_detail': '어린이집 및 유치원 5% 할인!'}, {'benefit_name': '레저', 'benefit_detail': '롯데월드, 에버랜드, 서울랜드 등'}, {'benefit_name': '대중교통', 'benefit_detail': '전국 시내버스, 지하철 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 자동이체시'}, {'benefit_name': '육아', 'benefit_detail': '딸기가 좋아 매장 5% 청구 할인매장내 이용시  5% 청구 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스, 커피빈, 카페베네'}, {'benefit_name': '외식', 'benefit_detail': '아웃백, TGIF, VIPS'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '에코머니 포인트 적립'}, {'benefit_name': '그린카드', 'benefit_detail': '그린카드 멤버십서비스(공통서비스)'}]"
경차 smart 롯데카드,"[{'benefit_name': '경차유류환급', 'benefit_detail': '경차유류세 리터당 최대 250원 환급경차 smart 롯데카드란?'}, {'benefit_name': '주유', 'benefit_detail': '주유소 리터당 80원 할인'}, {'benefit_name': '오토', 'benefit_detail': '엔진오일 2만5천원 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 10% 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 10% 할인'}]"
세라젬 KB국민카드,"[{'benefit_name': '렌탈', 'benefit_detail': '세라젬 렌탈료 월최대 1만7천원 할인'}]"
LG U+-현대카드M Edition3(통신할인형2.0),"[{'benefit_name': '통신', 'benefit_detail': 'LG U+ 요금 최대 2만5천원 할인LG U+ 라이트할부 서비스'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '업종별 0.5~3% M포인트 적립M포인트 사용'}]"
아시아나 신한카드 Air 1.5,"[{'benefit_name': '항공마일리지', 'benefit_detail': '국내외 1천원당 1.5 마일리지 적립해외 이용금액은 2배로 더블적립!'}]"
K-22(Mileage),"[{'benefit_name': '항공마일리지', 'benefit_detail': '대한항공1,500원당 1마일리지적립'}, {'benefit_name': '바우처', 'benefit_detail': 'Voucher 서비스'}, {'benefit_name': '프리미엄', 'benefit_detail': 'Premium 서비스'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '주요 커피전문점 20% 할인!공항 커피 무료 제공'}, {'benefit_name': '대형마트', 'benefit_detail': '백화점·대형마트 10% 할인'}, {'benefit_name': '대중교통', 'benefit_detail': 'KTX·SRT 10% 할인'}]"
기업은행 일상의 기쁨카드,"[{'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스, 커피빈, 할리스, 투썸 등주요 커피전문점 20% 할인!'}, {'benefit_name': '쇼핑', 'benefit_detail': '쿠팡, 티몬, 위메프온라인쇼핑 20% 할인!'}, {'benefit_name': '편의점', 'benefit_detail': '올리브영,GS25, CU, 세븐일레븐주요 편의점 10% 할인!'}, {'benefit_name': '대형마트', 'benefit_detail': '이마트,홈플러스,롯데마트 5% 할인대형마트 이용시 5% 할인!'}, {'benefit_name': '대중교통', 'benefit_detail': '버스, 지하철등 대중교통 200원할인교통비용 건당 200원 할인!'}, {'benefit_name': '주유', 'benefit_detail': 'LPG 포함 전 주유소 주유 비용 리터당 60원 할인!'}, {'benefit_name': '레저', 'benefit_detail': '레저전국 주요 놀이공원 50% 할인!'}, {'benefit_name': '금융', 'benefit_detail': '금융우대서비스 제공!환전 시 환율 70% 우대!'}, {'benefit_name': '영화', 'benefit_detail': 'CGV, 롯데시네마, 메가박스영화 1만원 할인!'}]"
zgm 할인카드,"[{'benefit_name': '언제나할인', 'benefit_detail': '국내외 전 가맹점 최대 2% 청구할인'}, {'benefit_name': '관리비', 'benefit_detail': '공과금 10% 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 10% 청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '새벽배송 10% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': '디지털 구독 30% 청구할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 10% 청구할인'}, {'benefit_name': '금융', 'benefit_detail': '생명보험, 손해보험업종 10%청구할인'}, {'benefit_name': '반려동물', 'benefit_detail': '동물병원, 애완동물업종 10%청구할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '전 세계 공항 라운지 무료 이용국제 브랜드 프리미엄 서비스'}]"
zgm point카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '전 가맹점 최대 1.8% 기본적립‘기본적립’포인트5%추가적립(연1회)SPC가맹점 이용 시 해피포인트 적립'}]"
트래블로그 신용카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '대상 가맹점1 : 전 가맹점대상 가맹점2 : 간편결제대상가맹점3 : 해외대상 가맹점4 : 항공대상 가맹점5 : 면세점대상가맹점6 : 여행'}, {'benefit_name': '언제나할인', 'benefit_detail': '외화 하나머니 결제 시'}]"
IBK i-ALL 카드,"[{'benefit_name': '언제나할인', 'benefit_detail': 'ALL 영역'}, {'benefit_name': '쇼핑', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '외식', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '대형마트', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '카페/베이커리', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '편의점', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '대중교통', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '주유', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '통신', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '반려동물', 'benefit_detail': 'LIVING 영역'}, {'benefit_name': '문화', 'benefit_detail': 'MEMBERSHIP 영역'}]"
롯데 국민행복카드,"[{'benefit_name': '국민행복카드', 'benefit_detail': '임신·출산 진료비 100만원 지원첫만남 이용권 지원청소년산모 임신·출산 의료비 지원보육료·유아학비 지원(아이행복카드)산모·신생아 건강관리 지원사업아이돌봄 지원사업'}, {'benefit_name': '대중교통', 'benefit_detail': '택시·시내버스·지하철 10% 청구할인'}, {'benefit_name': '육아', 'benefit_detail': '키자니아 30% 청구할인유원지, 놀이시설 10% 청구할인출산육아 특별 서비스'}, {'benefit_name': '교육', 'benefit_detail': '보육료·유아학비 10% 청구할인학원, 학습지 10% 청구할인'}, {'benefit_name': '의료', 'benefit_detail': '병원·약국·산후조리원 5% 청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 5% 청구할인토이저러스 청구할인, 무이자할부 혜택롯데백화점 현장할인 혜택롯데면세점 현장할인 혜택'}, {'benefit_name': '대형마트', 'benefit_detail': '롯데마트 5% 청구할인 & 무이자할부롯데슈퍼 3% 청구할인 & 무이자할부롯데마트 우리아이M클럽 서비스'}, {'benefit_name': '편의점', 'benefit_detail': '세븐일레븐 10% 현장할인'}, {'benefit_name': '외식', 'benefit_detail': ""T.G.I.FRiDAY'S 현장할인미스터피자 15% 현장할인롯데리아 1천원당 50원 현장할인""}, {'benefit_name': '카페/베이커리', 'benefit_detail': '엔제리너스, 나뚜루 현장할인보네스뻬브래드 10% 현장할인'}, {'benefit_name': '뷰티', 'benefit_detail': '박준뷰티랩·박승철헤어스투디오 현장할인'}, {'benefit_name': '레저', 'benefit_detail': '롯데월드 50% 현장할인서울랜드 30% 현장할인'}, {'benefit_name': '영화', 'benefit_detail': '롯데시네마 영화 관람료 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 2천원 청구할인'}]"
